Timestamp,Car1_Location_X,Car1_Location_Y,Car1_Location_Z,Car2_Location_X,Car2_Location_Y,Car2_Location_Z,Occluded_Image_view,Occluding_Car_view,Ground_Truth_View,pedestrianLocationX_TopLeft,pedestrianLocationY_TopLeft,pedestrianLocationX_BottomRight,pedestrianLocationY_BottomRight
1736796574,-50.29326008,143,0.596902,-58.50117545,140,0.596902,A_039.png,B_039.png,C_039.png,564,368,576,418
1736796584,-50.8833778,143,0.596902,-56.76884798,140,0.596902,A_040.png,B_040.png,C_040.png,600,371,616,430
1736796595,-53.59155747,143,0.596902,-57.00860464,140,0.596902,A_041.png,B_041.png,C_041.png,557,370,575,427
1736796605,-50.27079835,143,0.596902,-59.13059021,140,0.596902,A_042.png,B_042.png,C_042.png,548,368,562,415
1736796616,-50.74304197,143,0.596902,-55.82360972,140,0.596902,A_043.png,B_043.png,C_043.png,582,372,600,437
1736796626,-50.04496607,143,0.596902,-57.54839281,140,0.596902,A_044.png,B_044.png,C_044.png,600,369,619,424
1736796637,-52.65094267,143,0.596902,-56.73126517,140,0.596902,A_045.png,B_045.png,C_045.png,558,369,576,430
1736796653,-52.90225821,143,0.596902,-56.56838914,140,0.596902,A_046.png,B_046.png,C_046.png,593,369,611,430
1736796664,-52.26483107,143,0.596902,-59.46589173,140,0.596902,A_047.png,B_047.png,C_047.png,592,361,604,408
1736796674,-50.30896791,143,0.596902,-57.35902515,140,0.596902,A_048.png,B_048.png,C_048.png,547,368,562,423
1736796685,-53.99290223,143,0.596902,-59.23319363,140,0.596902,A_049.png,B_049.png,C_049.png,533,369,545,414
1736796696,-50.29046601,143,0.596902,-54.29988578,140,0.596902,A_050.png,B_050.png,C_050.png,690,374,715,453
1736796706,-51.57341668,143,0.596902,-59.9582375,140,0.596902,A_051.png,B_051.png,C_051.png,522,368,533,410
1736796717,-52.37194264,143,0.596902,-59.90074237,140,0.596902,A_052.png,B_052.png,C_052.png,547,368,557,412
1736796727,-53.63700532,143,0.596902,-57.23411853,140,0.596902,A_053.png,B_053.png,C_053.png,579,369,595,426
1736796738,-50.75612974,143,0.596902,-58.56867251,140,0.596902,A_054.png,B_054.png,C_054.png,575,368,588,418
1736796748,-50.46109558,143,0.596902,-54.38430998,140,0.596902,A_055.png,B_055.png,C_055.png,687,374,711,453
1736796771,-51.26407461,143,0.596902,-57.9008889,140,0.596902,A_056.png,B_056.png,C_056.png,577,369,590,422
1736796781,-53.86408569,143,0.596902,-56.28110754,140,0.596902,A_057.png,B_057.png,C_057.png,630,370,649,433
1736796792,-52.15444131,143,0.596902,-59.33789828,140,0.596902,A_058.png,B_058.png,C_058.png,577,368,589,414
1736796802,-51.40569952,143,0.596902,-56.58903658,140,0.596902,A_059.png,B_059.png,C_059.png,595,370,612,431
1736796812,-52.95303915,143,0.596902,-57.99879259,140,0.596902,A_060.png,B_060.png,C_060.png,597,369,612,422
1736796823,-53.95405182,143,0.596902,-59.59558189,140,0.596902,A_061.png,B_061.png,C_061.png,533,369,545,413
1736796833,-53.64143848,143,0.596902,-58.69114621,140,0.596902,A_062.png,B_062.png,C_062.png,547,368,561,417
1736796850,-53.6894021,143,0.596902,-58.53760195,140,0.596902,A_063.png,B_063.png,C_063.png,588,367,640,418
1736796860,-53.07172313,143,0.596902,-57.92763813,140,0.596902,A_064.png,B_064.png,C_064.png,570,368,585,422
1736796871,-50.83073092,143,0.596902,-54.18876144,140,0.596902,A_065.png,B_065.png,C_065.png,685,374,716,456
1736796881,-50.54685678,143,0.596902,-56.01859887,140,0.596902,A_066.png,B_066.png,C_066.png,600,371,621,435
1736796892,-53.13987621,143,0.596902,-57.93828688,140,0.596902,A_067.png,B_067.png,C_067.png,565,369,579,421
1736796909,-51.57425279,143,0.596902,-57.96932889,140,0.596902,A_068.png,B_068.png,C_068.png,582,369,597,421
1736796919,-51.85881329,143,0.596902,-58.97611032,140,0.596902,A_069.png,B_069.png,C_069.png,561,367,574,416
1736796930,-53.18315762,143,0.596902,-55.33210029,140,0.596902,A_070.png,B_070.png,C_070.png,601,372,619,443
1736796940,-51.62504066,143,0.596902,-56.50594535,140,0.596902,A_071.png,B_071.png,C_071.png,592,371,610,431
1736796957,-53.60110879,143,0.596902,-55.2925029,140,0.596902,A_072.png,B_072.png,C_072.png,631,372,651,443
1736796980,-50.56835316,143,0.596902,-58.06726321,140,0.596902,A_073.png,B_073.png,C_073.png,577,368,591,422
1736796990,-50.58205855,143,0.596902,-56.65705337,140,0.596902,A_074.png,B_074.png,C_074.png,624,370,640,429
1736797001,-50.44389285,143,0.596902,-54.13315671,140,0.596902,A_075.png,B_075.png,C_075.png,625,376,651,458
1736797011,-50.84583016,143,0.596902,-57.88068205,140,0.596902,A_076.png,B_076.png,C_076.png,589,369,603,422
1736797022,-50.30806305,143,0.596902,-59.47248001,140,0.596902,A_077.png,B_077.png,C_077.png,549,367,559,414
1736797032,-52.34238384,143,0.596902,-55.00048868,140,0.596902,A_078.png,B_078.png,C_078.png,666,372,687,445
1736797043,-53.18285799,143,0.596902,-56.72284769,140,0.596902,A_079.png,B_079.png,C_079.png,584,369,599,429
1736797053,-50.87102935,143,0.596902,-56.55844633,140,0.596902,A_080.png,B_080.png,C_080.png,567,370,583,431
1736797064,-53.42145716,143,0.596902,-59.60090856,140,0.596902,A_081.png,B_081.png,C_081.png,575,368,587,414
1736797074,-53.00653423,143,0.596902,-54.77970135,140,0.596902,A_082.png,B_082.png,C_082.png,629,372,651,449
1736797085,-50.38311065,143,0.596902,-58.57189059,140,0.596902,A_083.png,B_083.png,C_083.png,539,370,550,418
1736797101,-51.73075311,143,0.596902,-59.59336645,140,0.596902,A_084.png,B_084.png,C_084.png,625,372,644,437
1736797466,-52.39974394,143,0.596902,-55.89107339,140,0.596902,A_085.png,B_085.png,C_085.png,715,365,739,445
1736797477,-51.0449903,143,0.596902,-54.300714,140,0.596902,A_085.png,B_085.png,C_085.png,596,373,614,446
1736797487,-53.4392259,143,0.596902,-55.0518447,140,0.596902,A_086.png,B_086.png,C_086.png,561,369,575,420
1736797497,-53.54997095,143,0.596902,-58.07612118,140,0.596902,A_087.png,B_087.png,C_087.png,647,372,665,438
1736797507,-52.40987497,143,0.596902,-55.69560182,140,0.596902,A_088.png,B_088.png,C_088.png,586,370,602,427
1736797518,-52.79017468,143,0.596902,-57.03291527,140,0.596902,A_089.png,B_089.png,C_089.png,566,370,582,430
1736797528,-52.07740732,143,0.596902,-56.73772567,140,0.596902,A_090.png,B_090.png,C_090.png,557,369,570,418
1736797538,-52.42750349,143,0.596902,-58.50269401,140,0.596902,A_091.png,B_091.png,C_091.png,597,368,580,423
1736797548,-51.92245952,143,0.596902,-57.65018085,140,0.596902,A_092.png,B_092.png,C_092.png,551,369,563,418
1736797559,-52.22441257,143,0.596902,-58.44382782,140,0.596902,A_093.png,B_093.png,C_093.png,570,368,581,415
1736797569,-51.75174503,143,0.596902,-59.36071522,140,0.596902,A_094.png,B_094.png,C_094.png,639,372,658,445
1736797579,-50.41698494,143,0.596902,-55.17234935,140,0.596902,A_095.png,B_095.png,C_095.png,550,370,567,426
1736797590,-50.47242935,143,0.596902,-57.20296363,140,0.596902,A_096.png,B_096.png,C_096.png,550,368,564,415
1736797600,-53.19674252,143,0.596902,-59.10751485,140,0.596902,A_097.png,B_097.png,C_097.png,550,368,564,415
1736797610,-53.27998616,143,0.596902,-54.42943342,140,0.596902,A_098.png,B_098.png,C_098.png,649,374,676,453
1736797620,-52.92015541,143,0.596902,-59.69978918,140,0.596902,A_099.png,B_099.png,C_099.png,536,367,549,412
1736797631,-53.6514907,143,0.596902,-56.37253553,140,0.596902,A_100.png,B_100.png,C_100.png,570,371,586,432
1736797641,-50.30521775,143,0.596902,-56.16553697,140,0.596902,A_101.png,B_101.png,C_101.png,631,371,648,434
1736797651,-50.40904783,143,0.596902,-54.24912615,140,0.596902,A_102.png,B_102.png,C_102.png,724,365,747,446
1736797662,-50.38855663,143,0.596902,-54.73445372,140,0.596902,A_103.png,B_103.png,C_103.png,655,374,675,450
1736797672,-50.47381614,143,0.596902,-57.50663623,140,0.596902,A_104.png,B_104.png,C_104.png,559,370,573,424
1736797682,-51.74670943,143,0.596902,-56.74250229,140,0.596902,A_105.png,B_105.png,C_105.png,623,370,637,429
1736797693,-51.3656725,143,0.596902,-59.00154933,140,0.596902,A_106.png,B_106.png,C_106.png,569,368,580,416
1736797703,-53.81655286,143,0.596902,-56.36925406,140,0.596902,A_107.png,B_107.png,C_107.png,573,371,588,433
1736797719,-51.81555403,143,0.596902,-55.9844563,140,0.596902,A_108.png,B_108.png,C_108.png,634,372,653,435
1736797730,-50.51316239,143,0.596902,-56.45113252,140,0.596902,A_109.png,B_109.png,C_109.png,629,370,644,432
1736797740,-51.37965423,143,0.596902,-58.70109956,140,0.596902,A_110.png,B_110.png,C_110.png,549,368,562,417
1736797750,-52.34325862,143,0.596902,-54.46049589,140,0.596902,A_111.png,B_111.png,C_111.png,611,373,630,452
1736797761,-52.89241663,143,0.596902,-58.91749986,140,0.596902,A_112.png,B_112.png,C_112.png,582,368,595,416
1736797771,-50.22923919,143,0.596902,-54.94289499,140,0.596902,A_113.png,B_113.png,C_113.png,690,365,715,438
1736797788,-52.77016826,143,0.596902,-59.37935097,140,0.596902,A_114.png,B_114.png,C_114.png,574,367,585,413
1736797798,-50.79263051,143,0.596902,-59.80369469,140,0.596902,A_115.png,B_115.png,C_115.png,562,368,573,413
1736797808,-51.01599612,143,0.596902,-59.1374428,140,0.596902,A_116.png,B_116.png,C_116.png,599,363,611,410
1736797819,-51.20477425,143,0.596902,-54.15518792,140,0.596902,A_117.png,B_117.png,C_117.png,658,374,680,457
1736797829,-50.2896652,143,0.596902,-54.12243143,140,0.596902,A_118.png,B_118.png,C_118.png,698,374,722,456
1736797839,-52.3558004,143,0.596902,-57.80715392,140,0.596902,A_119.png,B_119.png,C_119.png,556,368,570,422
1736797850,-52.5487716,143,0.596902,-54.52441186,140,0.596902,A_120.png,B_120.png,C_120.png,629,373,650,451
